"set_num","name","year","theme_id","num_parts","img_url","description"
"10127-1","NHL Action Set with Stickers","2003","461","59","https://cdn.rebrickable.com/media/sets/10127-1.jpg","
This set includes three alternative face masks and six different color choices for shoulder pads. While only one face mask (part 44855) and two shoulder pads (part 43559) are needed to complete the build, all the alternatives have been kept in the main inventory since that total part supply reflects the official LEGO part count for this set.
"
"10128-1","Train Level Crossing","2003","105","327","https://cdn.rebrickable.com/media/sets/10128-1.jpg",""
"10129-1","Rebel Snowspeeder","2003","171","1457","https://cdn.rebrickable.com/media/sets/10129-1.jpg",""
"101-3","4.5V Battery Case","1966","235","1","https://cdn.rebrickable.com/media/sets/101-3.jpg",""
"1013-1","Numbers (6 Symbols)","1985","516","0","https://cdn.rebrickable.com/media/sets/1013-1.jpg",""
"10131-1","TIE Fighter Collection","2004","171","685","https://cdn.rebrickable.com/media/sets/10131-1.jpg",""
"10132-1","Motorized Hogwarts Express","2004","246","713","https://cdn.rebrickable.com/media/sets/10132-1.jpg",""
"10133-1","Burlington Northern Santa Fe Locomotive","2004","236","409","https://cdn.rebrickable.com/media/sets/10133-1.jpg",""
"10134-1","Y-wing Attack Starfighter","2004","171","1490","https://cdn.rebrickable.com/media/sets/10134-1.jpg",""
"10135-1","Holiday Decoration Kit","2004","500","282","https://cdn.rebrickable.com/media/sets/10135-1.jpg",""
"1014-1","Universal Joints","1982","453","16","https://cdn.rebrickable.com/media/sets/1014-1.jpg",""
"1014-2","Mosaic Set - Domestic Animals","1985","516","80","https://cdn.rebrickable.com/media/sets/1014-2.jpg",""
"10143-1","Death Star II","2005","171","3461","https://cdn.rebrickable.com/media/sets/10143-1.jpg",""
"10144-1","Sandcrawler","2005","171","1682","https://cdn.rebrickable.com/media/sets/10144-1.jpg",""
"10145-1","Assorted Light Gray Bricks","2004","254","120","https://cdn.rebrickable.com/media/sets/10145-1.jpg",""
"10146-1","Assorted Dark Gray Bricks","2004","254","62","https://cdn.rebrickable.com/media/sets/10146-1.jpg",""
"10147-1","Assorted Brown Bricks","2004","254","62","https://cdn.rebrickable.com/media/sets/10147-1.jpg",""
"10148-1","Assorted Light Gray Plates","2004","254","84","https://cdn.rebrickable.com/media/sets/10148-1.jpg",""
"10149-1","Assorted Dark Gray Plates","2004","254","42","https://cdn.rebrickable.com/media/sets/10149-1.jpg",""
"10150-1","Assorted Brown Plates","2004","254","42","https://cdn.rebrickable.com/media/sets/10150-1.jpg",""
"1015-1","Letters Large","1982","516","192","https://cdn.rebrickable.com/media/sets/1015-1.jpg",""
"10151-1","Hot Rod","2004","278","422","https://cdn.rebrickable.com/media/sets/10151-1.jpg","
LEGO Legends series reissue of 1995 set 5541-1.
"
"10152-1","Maersk Sealand Container Ship 2004 Edition","2004","673","988","https://cdn.rebrickable.com/media/sets/10152-1.jpg","
This version was limited to 14,000 sets (4,000 produced for Maersk Sealand and 10,000 unnumbered sets sold via LEGO [email protected]). The set used the last of LEGO's original supply of Maersk Blue ABS supply.For the 2005 version, which is identical in all respect except packaging and using a newer Maersk Blue ABS supply, see set 10152-2. For the 2006 version, which alters the stickers to reflect a corporate name change, see set 10152-3. For the 2010 re-release, see set 10155-1.
"
"10152-2","Maersk Sealand Container Ship 2005 Edition","2005","673","988","https://cdn.rebrickable.com/media/sets/10152-2.jpg","
Identical to 10152-1 except for ""2005 Edition"" on the box cover. Due to use of a newer stock of Maersk Blue ABS pellets (funded by Maersk), the shade of Maersk Blue in this version may vary from all previous Maersk sets including 10152-1. Original LEGO plans were a Dark Blue or Dark Green re-color of the 2004 version (never produced).For the 2004 version, which is identical in all respect except packaging and using a older Maersk Blue ABS supply, see set 10152-1. For the 2006 version, which alters the stickers to reflect a corporate name change, see set 10152-3. For the 2010 re-release, see set 10155-1.
"
"10152-3","Maersk Line Container Ship 2006 Edition","2006","673","988","https://cdn.rebrickable.com/media/sets/10152-3.jpg","
Following a corporate name change, a variant of set 10152-2 was produced in 2006 for Maersk distribution with new packaging and stickers replacing ""Maersk Sealand"" with ""Maersk Line"". Due to dwindling supply of needed parts, later runs of this set replaced the four 3001 2x4 Maersk Blue bricks with four 3001a 2x4 Maersk Blue bricks provided by LEGO model shops.For the 2004 version, with ""Maersk Sealand"" stickers and using a older Maersk Blue ABS supply, see set 10152-1. For the 2005 version, with ""Maersk Sealand"" stickers and using the newer Maersk Blue ABS supply, see set 10152-2. For the 2010 re-release, see set 10155-1.
"
"10153-1","Electric Train Motor 9V (My Own Train)","2002","236","3","https://cdn.rebrickable.com/media/sets/10153-1.jpg",""
"10155-1","Maersk Line Container Ship 2010 Edition","2010","673","990","https://cdn.rebrickable.com/media/sets/10155-1.jpg","
The 2010 re-release of this set.For the 2004 version, with ""Maersk Sealand"" stickers and using a older Maersk Blue ABS supply, see set 10152-1. For the 2005 version, with ""Maersk Sealand"" stickers and using the newer Maersk Blue ABS supply, see set 10152-2. For the 2006 version, which alters the stickers to reflect a corporate name change, see set 10152-3.
"
"10156-1","LEGO Truck","2004","50","105","https://cdn.rebrickable.com/media/sets/10156-1.jpg",""
"10157-1","High Speed Train Locomotive","2004","105","143","https://cdn.rebrickable.com/media/sets/10157-1.jpg",""
"10158-1","High Speed Train Car","2004","105","161","https://cdn.rebrickable.com/media/sets/10158-1.jpg",""
"10159-1","City Airport","2004","53","914","https://cdn.rebrickable.com/media/sets/10159-1.jpg","
Re-issue of set 10159-2 in alternative packaging with the LEGO City logo. Re-release of set 6597-1 from 1994 with updates to the newer shades of gray and brown along with other minor updates.N.B.: The roof windows appear in the instructions as part 6159 but the set actually included parts 4447 and 4448 instead.
"
"10159-2","City Airport (Full Size Image Box)","2004","50","914","https://cdn.rebrickable.com/media/sets/10159-2.jpg","
Re-release of set 6597-1 from 1994 with updates to the newer shades of gray and brown along with other minor updates. Shortly after release, this newer set was repackaged and re-released as 10159-1 to add the LEGO City logo to the packaging.N.B.: The roof windows appear in the instructions as part 6159 but the set actually included parts 4447 and 4448 instead.
"
"10160-1","Black Ridge Roof Tiles","2004","254","48","https://cdn.rebrickable.com/media/sets/10160-1.jpg",""
"10161-1","Black Roof Tiles","2004","254","76","https://cdn.rebrickable.com/media/sets/10161-1.jpg",""
"10162-1","Red Ridge Tiles","2004","254","48","https://cdn.rebrickable.com/media/sets/10162-1.jpg",""
"10163-1","Red Roof Tiles","2004","254","76","https://cdn.rebrickable.com/media/sets/10163-1.jpg",""
"10165-1","Elf Boy","2004","227","27","https://cdn.rebrickable.com/media/sets/10165-1.jpg",""
"10166-1","Elf Girl","2004","227","31","https://cdn.rebrickable.com/media/sets/10166-1.jpg",""
"10167-1","Brickmaster Welcome Kit","2004","301","182","https://cdn.rebrickable.com/media/sets/10167-1.jpg","
Includes a PC CD-ROM loaded with LEGO Digital Designer 1.0
"
"10168-1","Mrs. Bunny","2005","229","64","https://cdn.rebrickable.com/media/sets/10168-1.jpg",""
"10169-1","Chicken & Chicks","2005","229","61","https://cdn.rebrickable.com/media/sets/10169-1.jpg",""
"10170-1","TTX Intermodal Double-Stack Car","2005","236","366","https://cdn.rebrickable.com/media/sets/10170-1.jpg",""
"1017-1","Letter Bricks for Wall Board","1976","516","150","https://cdn.rebrickable.com/media/sets/1017-1.jpg",""
"10173-1","Holiday Train","2006","673","969","https://cdn.rebrickable.com/media/sets/10173-1.jpg",""
"10174-1","Imperial AT-ST","2006","171","1069","https://cdn.rebrickable.com/media/sets/10174-1.jpg",""
"10175-1","Vader's TIE Advanced","2006","171","1212","https://cdn.rebrickable.com/media/sets/10175-1.jpg",""
"10176-1","Royal King's Castle","2006","197","877","https://cdn.rebrickable.com/media/sets/10176-1.jpg",""
"10177-1","Boeing 787 Dreamliner","2006","673","1197","https://cdn.rebrickable.com/media/sets/10177-1.jpg",""
"10178-1","Motorized Walking AT-AT","2007","171","1137","https://cdn.rebrickable.com/media/sets/10178-1.jpg",""
"10179-1","Millennium Falcon","2007","171","5197","https://cdn.rebrickable.com/media/sets/10179-1.jpg",""
"10181-1","Eiffel Tower 1:300","2007","673","3428","https://cdn.rebrickable.com/media/sets/10181-1.jpg","
Built at 1:300 scale to the actual Paris landmark. Due to its large height, this set is designed to be split into three sections for easier movement.For the smaller scale Architecture version, see set 21019-1The Eiffel Tower is also amongst the landmarks depicted in the 21044-1 Paris Architecture Skyline set.
"
"10182-1","Cafe Corner","2007","155","2058","https://cdn.rebrickable.com/media/sets/10182-1.jpg","
Café Corner
"
"10183-1","Hobby Train","2007","397","1080","https://cdn.rebrickable.com/media/sets/10183-1.jpg",""
"10184-1","Town Plan","2008","104","2017","https://cdn.rebrickable.com/media/sets/10184-1.jpg","
Created to honor the 50th anniversary of the LEGO brick, this set pays homage to the Town Plan sets of the 1950s and 1960s (no specific set is recreated) and features LEGO company owner Kjeld Kirk Kristiansen on the boxart - similar to the role he served on those early Town Plan sets.
"
"10185-1","Green Grocer","2008","155","2358","https://cdn.rebrickable.com/media/sets/10185-1.jpg",""
"10186-1","General Grievous","2008","171","1085","https://cdn.rebrickable.com/media/sets/10186-1.jpg",""
"10187-1","Volkswagen Beetle","2008","673","1626","https://cdn.rebrickable.com/media/sets/10187-1.jpg",""
"10188-1","Death Star","2008","171","3809","https://cdn.rebrickable.com/media/sets/10188-1.jpg",""
"10189-1","Taj Mahal","2008","673","5922","https://cdn.rebrickable.com/media/sets/10189-1.jpg","
For the smaller scale Architecture version, see set 21056-1.Re-released in 2017 as set 10256-1 including a brick separator and updated part moulds.
"
"10190-1","Market Street","2007","155","1250","https://cdn.rebrickable.com/media/sets/10190-1.jpg","
This set was originally marketed as part of the LEGO Factory theme but is officially considered by LEGO to be a part of the Creator Expert Modular Buildings theme so is stored accordingly on Rebrickable.For the LEGO Inside Tour exclusive packaged version of this set, see set LIT2007-1.
"
"1019-1","Mosaic Set - Lion","1986","516","18","https://cdn.rebrickable.com/media/sets/1019-1.jpg",""
"10191-1","Star Justice","2008","397","893","https://cdn.rebrickable.com/media/sets/10191-1.jpg",""
"10192-1","Space Skulls","2008","397","957","https://cdn.rebrickable.com/media/sets/10192-1.jpg",""
"10193-1","Medieval Market Village","2009","193","1619","https://cdn.rebrickable.com/media/sets/10193-1.jpg",""
"10194-1","Emerald Night","2009","673","1089","https://cdn.rebrickable.com/media/sets/10194-1.jpg","
Included in the K10194-1 kit, which includes all Power Functions parts needed to convert this set into a remote controllable, motorized version. This kit also provides track for this train to be operated upon. Instructions for making these modifications are included in the set's building instructions.""This original special edition model was launched in 2009 and is regarded by many as one of the most iconic LEGO trains ever created. Based upon an A3 Pacific steam locomotive, it took over a year and a half to be developed and included new, larger wheels and many other LEGO elements in new and rare colours. The original set did not contain any tracks but could be motorized by adding Power Functions.""-- From employee gift re-creation (set 4002016-1-s5) building instructions.N.B.: The boxart reflects 1085 pieces. The difference reflects differences in how Rebrickable inventories the train wheel elements.
"
"10195-1","Republic Dropship with AT-OT","2009","171","1758","https://cdn.rebrickable.com/media/sets/10195-1.jpg","
Flying through the skies of hostile planets, the Republic LAAT/c (Low Altitude Assault Transport/carrier) Dropship swoops down and deploys the AT-OT (All Terrain Open Transport) troop carrier for attacks on Separatist strongholds. Dropship features an opening cockpit, rotating front and rear cannons, auto-firing missiles and armament bay, and a fold-away handle on top. AT-OT features poseable legs, rotating cannons, crew compartment with weapon racks, and folding cockpit and boarding ramp. Drop ship automatically locks onto walker, then releases it with the push of a switch! Also holds the 7675-1 AT-TE Walker and the 8098-1 Clone Turbo Tank. Includes 2 clone pilots and 6 clone troopers. (From LEGO.com)
"
"10196-1","Grand Carousel","2009","673","3261","https://cdn.rebrickable.com/media/sets/10196-1.jpg","
It’s a wonderful day for a ride on the merry-go-round! This elegant and beautifully detailed LEGO model isn’t just for show – it really spins and plays music while the horses and swing boats move up and down! Built with intricate, lifelike ornaments and features, the Grand Carousel is a spectacular addition to any LEGO display or carousel collection. Includes 9 minifigures and LEGO Power Functions motor and sound brick. Measures over 12” (30 cm) x 12” (30 cm) x over 12” (30 cm). (From LEGO.com)
"
"10197-1","Fire Brigade","2009","155","2236","https://cdn.rebrickable.com/media/sets/10197-1.jpg","
Ding ding ding! There’s a fire in town! The fire brigade drives to the scene from this detailed and realistic 1930’s fire station. Designed to fit with other modular buildings like 10182 Café Corner and 10185 Green Grocer, the station features rare LEGO® pieces and innovative construction techniques. It includes a ‘30s-style fire truck, 4 minifigures, a fire-dog, an opening station garage door, and a removable building roof for interior access. It also includes 2 fully-furnished floors with fire-fighting tools, racks for the firemen’s helmets, fire-pole, ping-pong table, kitchen with fully-stocked fridge, couch, bookshelf and a roof with a water tower and bell. Measures 14″ (35 cm) high and 10″ (25 cm) wide. (From LEGO.com)
"
"10198-1","Tantive IV","2009","171","1408","https://cdn.rebrickable.com/media/sets/10198-1.jpg","
The Star Wars™ saga begins! Blasting through space with Darth Vader’s Star Destroyer in pursuit, the Tantive IV blockade runner carries Princess Leia, C-3PO and R2-D2 on a vital mission for the Rebel Alliance. Celebrate the entire Star Wars saga with this all-new version of the very first starship seen in the films! The Tantive IV features an opening cockpit, rotating and elevating turbo laser cannons, rotating radar dish, removable roof section and interior command center. It also includes an opening compartment with removable cargo transport vehicle and 2 detachable escape pods for the droids to make their getaway with the Death Star plans! Includes Princess Leia, C-3PO, R2-D2, Captain Antilles and Rebel Trooper minifigures.Measures 20.5″ (52 cm) x 7.5″ (19 cm) x 5.5″ (14 cm). (From LEGO.com)
"
"10199-1","Winter Toy Shop","2009","227","815","https://cdn.rebrickable.com/media/sets/10199-1.jpg","
Re-released as set 10249-1 in 2015 with some minor updating
"
"10-2","Universal Building Set","1976","469","129","https://cdn.rebrickable.com/media/sets/10-2.jpg",""
